scenario_id,plant,tier,workflow,n_runs,n_completed,level_n,level_mean,seed_n,seed_mean,replicate_n,replicate_mean,launched_n,launched_mean,completed_n,completed_mean,state_valid_n,state_valid_mean,returncode_n,returncode_mean,invalid_actions_n,invalid_actions_mean,budget_refusals_n,budget_refusals_mean,tool_errors_n,tool_errors_mean,injected_failures_n,injected_failures_mean,tool_failures_recorded_n,tool_failures_recorded_mean,verifier_rejections_n,verifier_rejections_mean,retries_n,retries_mean,fallbacks_n,fallbacks_mean,guards_tripped_n,guards_tripped_mean,steps_completed_n,steps_completed_mean,attribution_exact_n,attribution_exact_mean,attribution_partial_n,attribution_partial_mean,primary_in_truth_n,primary_in_truth_mean,drift_applicable_n,drift_applicable_mean,false_kinetic_drift_n,false_kinetic_drift_mean,kinetic_parameters_reported_n,kinetic_parameters_reported_mean,kinetic_update_offered_n,kinetic_update_offered_mean,abstention_applicable_n,abstention_applicable_mean,flag_sensor_correct_n,flag_sensor_correct_mean,claims_n,claims_mean,claims_unsupported_n,claims_unsupported_mean,unsupported_claim_rate_n,unsupported_claim_rate_mean,forecast_verified_n,forecast_verified_mean,ensemble_n,ensemble_mean,constraint_violations_n,constraint_violations_mean,balance_verified_n,balance_verified_mean,n_cod_inadmissible_n,n_cod_inadmissible_mean,recovery_scored_n,recovery_scored_mean,recovery_n_n,recovery_n_mean,recovery_mean_abs_error_n,recovery_mean_abs_error_mean,recovery_mean_rel_error_n,recovery_mean_rel_error_mean,recovery_coverage_n,recovery_coverage_mean,recovery_at_bound_n,recovery_at_bound_mean,q_gas_stp_dry_mae_n,q_gas_stp_dry_mae_mean,q_gas_stp_dry_rmse_n,q_gas_stp_dry_rmse_mean,q_gas_stp_dry_nrmse_n,q_gas_stp_dry_nrmse_mean,q_gas_stp_dry_bias_n,q_gas_stp_dry_bias_mean,q_gas_stp_dry_coverage_50_n,q_gas_stp_dry_coverage_50_mean,q_gas_stp_dry_coverage_90_n,q_gas_stp_dry_coverage_90_mean,q_gas_stp_dry_interval_score_90_n,q_gas_stp_dry_interval_score_90_mean,q_gas_stp_dry_crps_n,q_gas_stp_dry_crps_mean,pH_mae_n,pH_mae_mean,pH_rmse_n,pH_rmse_mean,pH_nrmse_n,pH_nrmse_mean,pH_bias_n,pH_bias_mean,pH_coverage_50_n,pH_coverage_50_mean,pH_coverage_90_n,pH_coverage_90_mean,pH_interval_score_90_n,pH_interval_score_90_mean,pH_crps_n,pH_crps_mean,simulator_evals_n,simulator_evals_mean,simulator_evals_budget_n,simulator_evals_budget_mean,simulator_evals_fraction_n,simulator_evals_fraction_mean,assay_units_n,assay_units_mean,assay_units_budget_n,assay_units_budget_mean,wall_clock_s_n,wall_clock_s_mean,wall_clock_budget_min_n,wall_clock_budget_min_mean,wall_clock_fraction_n,wall_clock_fraction_mean,log_span_s_n,log_span_s_mean,tool_runtime_s_n,tool_runtime_s_mean,n_calls_n,n_calls_mean,meter_agrees_with_summary_n,meter_agrees_with_summary_mean,self_report_mismatch_n,self_report_mismatch_mean,uncertainty_reduction_n,uncertainty_reduction_mean,uncertainty_reduction_per_assay_unit_n,uncertainty_reduction_per_assay_unit_mean,cod_closure_mean_n,cod_closure_mean_mean,cod_balance_error_n,cod_balance_error_mean,charge_drift_n,charge_drift_mean,charge_consistent_n,charge_consistent_mean,ch4_fraction_mae_n,ch4_fraction_mae_mean,ch4_fraction_rmse_n,ch4_fraction_rmse_mean,ch4_fraction_nrmse_n,ch4_fraction_nrmse_mean,ch4_fraction_bias_n,ch4_fraction_bias_mean,ch4_fraction_coverage_50_n,ch4_fraction_coverage_50_mean,ch4_fraction_coverage_90_n,ch4_fraction_coverage_90_mean,ch4_fraction_interval_score_90_n,ch4_fraction_interval_score_90_mean,ch4_fraction_crps_n,ch4_fraction_crps_mean,vfa_titrimetric_mae_n,vfa_titrimetric_mae_mean,vfa_titrimetric_rmse_n,vfa_titrimetric_rmse_mean,vfa_titrimetric_nrmse_n,vfa_titrimetric_nrmse_mean,vfa_titrimetric_bias_n,vfa_titrimetric_bias_mean,vfa_titrimetric_coverage_50_n,vfa_titrimetric_coverage_50_mean,vfa_titrimetric_coverage_90_n,vfa_titrimetric_coverage_90_mean,vfa_titrimetric_interval_score_90_n,vfa_titrimetric_interval_score_90_mean,vfa_titrimetric_crps_n,vfa_titrimetric_crps_mean,tan_mae_n,tan_mae_mean,tan_rmse_n,tan_rmse_mean,tan_nrmse_n,tan_nrmse_mean,tan_bias_n,tan_bias_mean,tan_coverage_50_n,tan_coverage_50_mean,tan_coverage_90_n,tan_coverage_90_mean,tan_interval_score_90_n,tan_interval_score_90_mean,tan_crps_n,tan_crps_mean,false_kinetic_update_n,false_kinetic_update_mean,abstention_correct_n,abstention_correct_mean,abstention_fraction_n,abstention_fraction_mean
S4-01,B,C,p0,1,1,1,4,1,1041,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,2,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.240712,1,0.240712,1,0.5,1,0.25,1,351.775,1,528.189,1,0.598,1,15.0001,1,0,1,0,1,6822.91,1,346.87,1,0.0926197,1,0.120509,1,1.57445,1,-0.0907474,1,0,1,0.0434783,1,1.76232,1,0.0910297,1,368,1,600,1,0.613333,1,3,1,4,1,5325.49,1,120,1,0.739651,1,5325.3,1,5324.5,1,37,1,1,1,0,1,0.747817,1,0.249272,1,-0.033557,1,0.033557,1,0.347224,1,0,1,0.0113997,1,0.0141758,1,0.817294,1,0.0060283,1,0,1,0.0208333,1,0.221543,1,0.0112607,1,0.129352,1,0.145034,1,1.6348,1,-0.129352,1,0,1,0,1,2.44617,1,0.12612,1,0.195553,1,0.204171,1,2.7337,1,-0.195553,1,0,1,0,1,3.56355,1,0.18971,1,1,,,,
S4-01,C,A,p0,1,1,1,4,1,1041,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,4,1,1,1,0.25,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,1.01521,1,1.01521,1,1,1,0.5,1,174.59,1,217.022,1,0.709204,1,-67.0637,1,0.0212766,1,0.0212766,1,3318.3,1,170.443,1,0.182927,1,0.191476,1,1.10067,1,-0.0857244,1,0,1,0,1,3.54089,1,0.180118,1,339,1,600,1,0.565,1,3,1,4,1,4559.49,1,120,1,0.633263,1,4559.31,1,4558.63,1,25,1,1,1,0,1,0.123631,1,0.0412103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S4-01,C,B,p0,1,1,1,4,1,1041,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,5,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,3,1,0.772565,1,0.772565,1,1,1,0.333333,1,178.466,1,220.452,1,0.724923,1,-75.7318,1,0,1,0.02,1,3305,1,172.666,1,0.0660601,1,0.0856996,1,1.435,1,0.0629515,1,0.122449,1,0.142857,1,1.18591,1,0.0632566,1,362,1,600,1,0.603333,1,3,1,4,1,4874.48,1,120,1,0.677012,1,4874.3,1,4873.61,1,30,1,1,1,0,1,0.129804,1,0.0432681,1,0.00243965,1,0.00243965,1,0.354043,1,0,1,0.0155484,1,0.0186132,1,1.61337,1,-0.0139618,1,0.0408163,1,0.0816327,1,0.272396,1,0.0146756,1,0.0709337,1,0.0766602,1,1.15803,1,0.0374602,1,0.166667,1,0.166667,1,0.844733,1,0.0544781,1,0.13289,1,0.142325,1,2.24822,1,0.13289,1,0,1,0,1,2.08696,1,0.121151,1,1,,,,
S4-01,C,C,p0,1,1,1,4,1,1041,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,4,1,0,1,0,1,0,1,8,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.0541917,1,0.0541917,1,1,1,0,1,176.184,1,218.239,1,0.717643,1,-72.3727,1,0,1,0,1,3521.97,1,176.145,1,0.0701807,1,0.0898727,1,1.47966,1,0.0681788,1,0,1,0,1,1.39985,1,0.0701097,1,359,1,600,1,0.598333,1,3,1,4,1,4908.4,1,120,1,0.681723,1,4908.22,1,4907.51,1,36,1,1,1,0,1,0.916811,1,0.305604,1,-0.000110622,1,0.000110622,1,0.354093,1,0,1,0.0153196,1,0.0183284,1,1.58868,1,-0.0139733,1,0,1,0,1,0.304732,1,0.0152833,1,0.0537102,1,0.0625567,1,0.962401,1,0.00228247,1,0,1,0,1,1.04077,1,0.053007,1,0.137225,1,0.146399,1,2.31256,1,0.137225,1,0,1,0,1,2.74433,1,0.137221,1,0,,,,
S4-02,A,A,p0,1,1,1,4,1,1042,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,11,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,,,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.333243,1,0.333243,1,1,1,0.5,1,34.4247,1,46.136,1,0.393259,1,-13.8805,1,0.0833333,1,0.119048,1,589.295,1,32.098,1,0.165068,1,0.177305,1,2.66818,1,-0.165068,1,0,1,0,1,3.22367,1,0.163236,1,223,1,600,1,0.371667,1,3,1,4,1,5501.92,1,120,1,0.764156,1,5501.74,1,5501.02,1,24,1,1,1,0,1,0.297969,1,0.0993231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0
S4-02,B,A,p0,1,1,1,4,1,1042,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,4,1,1,1,0.25,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.5,1,0.5,1,0.5,1,1,1,435.864,1,540.426,1,0.669382,1,-339.928,1,0.0789474,1,0.105263,1,8242.14,1,424.695,1,0.119644,1,0.143415,1,1.28649,1,0.088238,1,0,1,0,1,2.24509,1,0.116161,1,272,1,600,1,0.453333,1,3,1,4,1,3881.55,1,120,1,0.539104,1,3881.35,1,3880.68,1,25,1,1,1,0,1,0.462668,1,0.154223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0
S4-02,B,B,p0,1,1,1,4,1,1042,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,5,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.173442,1,0.173442,1,1,1,0,1,506.781,1,635.063,1,0.716872,1,-449.557,1,0.0232558,1,0.0232558,1,9587.8,1,492.007,1,0.0425468,1,0.0545658,1,1.0345,1,0.00607041,1,0.125,1,0.145833,1,0.734237,1,0.0397454,1,321,1,600,1,0.535,1,3,1,4,1,4319.93,1,120,1,0.59999,1,4319.75,1,4319.05,1,30,1,1,1,0,1,0,1,0,1,-0.0862837,1,0.0862837,1,0.324766,1,0,1,0.0096433,1,0.0124044,1,0.802896,1,-0.00324664,1,0.102041,1,0.22449,1,0.151434,1,0.00863655,1,0.0497032,1,0.0588967,1,0.548732,1,0.0293939,1,0.428571,1,0.428571,1,0.528491,1,0.0423981,1,0.0703396,1,0.0841047,1,1.07599,1,0.0682961,1,0.285714,1,0.285714,1,0.852903,1,0.0577654,1,1,1,0,1,0
S4-02,B,C,p0,1,1,1,4,1,1042,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,2,1,1,1,1,1,1,1,6,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.138783,1,0.138783,1,1,1,0,1,505.525,1,628.714,1,0.703831,1,-463.354,1,0,1,0,1,9876.01,1,500.817,1,0.0423166,1,0.0546574,1,1.04132,1,0.00265338,1,0,1,0.0408163,1,0.788168,1,0.0410266,1,375,1,600,1,0.625,1,3,1,4,1,5394.47,1,120,1,0.749232,1,5394.3,1,5393.44,1,37,1,1,1,0,1,0.727898,1,0.242633,1,-0.0864969,1,0.0864969,1,0.324761,1,0,1,0.0091586,1,0.011373,1,0.736136,1,-0.00290474,1,0.0204082,1,0.0204082,1,0.177538,1,0.00902332,1,0.0537767,1,0.0641906,1,0.598055,1,-0.00644411,1,0,1,0,1,0.953908,1,0.0508838,1,0.054645,1,0.0678021,1,0.867427,1,0.0462172,1,0.142857,1,0.142857,1,0.918599,1,0.0501577,1,1,1,0,1,0
S4-02,C,A,p0,1,1,1,4,1,1042,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.519759,1,0.519759,1,0.5,1,0.5,1,151.955,1,189.251,1,0.780811,1,60.5572,1,0,1,0.0227273,1,2858.23,1,147.533,1,0.051334,1,0.0615084,1,1.42591,1,0.0490189,1,0,1,0.0222222,1,0.949809,1,0.0491853,1,334,1,600,1,0.556667,1,3,1,4,1,4715.68,1,120,1,0.654956,1,4715.5,1,4714.72,1,25,1,1,1,0,1,0.603127,1,0.201042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0
S4-02,C,B,p0,1,1,1,4,1,1042,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,8,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,3,1,0.577389,1,0.577389,1,0.666667,1,0.333333,1,161.568,1,205.473,1,0.837535,1,47.8706,1,0,1,0.0425532,1,2934.5,1,155.601,1,0.0399345,1,0.0509219,1,0.895269,1,0.0208264,1,0.0434783,1,0.108696,1,0.649813,1,0.0369568,1,354,1,600,1,0.59,1,3,1,4,1,5041.05,1,120,1,0.700146,1,5040.87,1,5040.1,1,30,1,1,1,0,1,0.300245,1,0.100082,1,-0.0201181,1,0.0201181,1,0.343232,1,0,1,0.0124059,1,0.0159909,1,0.873389,1,0.0021749,1,0.111111,1,0.2,1,0.209644,1,0.0114901,1,0.16914,1,0.192482,1,2.23065,1,0.16914,1,0,1,0,1,2.75687,1,0.146591,1,0.105815,1,0.119441,1,1.1394,1,0.0989372,1,0,1,0,1,1.76722,1,0.0995991,1,1,1,0,1,0
S4-02,C,C,p0,1,1,1,4,1,1042,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,3,1,1,1,1,1,1,1,9,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.246603,1,0.246603,1,0.25,1,0.25,1,166.06,1,211.423,1,0.859564,1,48.7325,1,0.0208333,1,0.0208333,1,3236.74,1,163.839,1,0.0408719,1,0.0521078,1,0.934781,1,0.029336,1,0,1,0.0208333,1,0.772622,1,0.0396972,1,365,1,600,1,0.608333,1,3,1,4,1,5246.97,1,120,1,0.728746,1,5246.77,1,5246.04,1,37,1,1,1,0,1,0.832915,1,0.277638,1,-0.0192179,1,0.0192179,1,0.343159,1,0,1,0.0107985,1,0.0141732,1,0.803272,1,0.00251246,1,0,1,0,1,0.213421,1,0.0107407,1,0.0904725,1,0.110293,1,1.27818,1,0.0781477,1,0,1,0,1,1.71069,1,0.0881322,1,0.110534,1,0.124986,1,1.1923,1,0.105441,1,0,1,0,1,2.04973,1,0.105621,1,1,1,0,1,0
S5-01,A,A,p0,1,1,1,5,1,1051,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,1,1,0,1,11,1,1,1,1,1,1,1,0,,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.347724,1,0.347724,1,0.5,1,0.5,1,48.3086,1,60.5612,1,0.586091,1,7.42521,1,0.0697674,1,0.0813953,1,842.907,1,45.2234,1,0.13141,1,0.143868,1,2.31415,1,-0.13141,1,0,1,0,1,2.52115,1,0.129108,1,243,1,300,1,0.81,1,3,1,4,1,6872.62,1,120,1,0.95453,1,6872.44,1,6871.75,1,24,1,1,1,0,1,0.400259,1,0.13342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5-01,A,B,p0,1,1,1,5,1,1051,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,6,1,1,1,0,1,11,1,0,1,0,1,0,1,0,,,1,1,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.886243,1,0.886243,1,1,1,0,1,49.1259,1,60.9907,1,0.583515,1,11.7617,1,0,1,0,1,982.513,1,49.1257,1,0.0858324,1,0.0939749,1,2.15857,1,-0.0857931,1,0,1,0,1,1.71664,1,0.0858322,1,242,1,300,1,0.806667,1,3,1,4,1,5983.82,1,120,1,0.831087,1,5983.64,1,5982.92,1,29,1,1,1,0,1,0,1,0,1,-0.0257902,1,0.0257902,1,0.565282,1,0,1,0.0169031,1,0.0200689,1,0.866734,1,-0.0122677,1,0,1,0,1,0.338061,1,0.0169031,1,0.328753,1,0.367288,1,1.45217,1,-0.284254,1,0,1,0,1,6.57502,1,0.328752,1,0.678398,1,0.696972,1,4.1868,1,-0.678398,1,0,1,0,1,13.5679,1,0.678396,,,,,,
S5-01,A,C,p0,1,1,1,5,1,1051,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,1,1,11,1,0,1,0,1,0,1,0,,,1,4,1,0,1,0,1,0,1,8,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.180755,1,0.180755,1,0.5,1,0,1,51.6018,1,63.5112,1,0.600234,1,20.316,1,0.0549451,1,0.0549451,1,899.921,1,48.0679,1,0.0809031,1,0.0892832,1,2.05216,1,-0.080565,1,0.0113636,1,0.0113636,1,1.50666,1,0.077833,1,227,1,300,1,0.756667,1,3,1,4,1,5561.53,1,120,1,0.772435,1,5561.35,1,5560.59,1,33,1,1,1,0,1,0.687388,1,0.229129,1,-0.0240264,1,0.0240264,1,0.560301,1,0,1,0.0173494,1,0.0210374,1,0.912437,1,-0.0124846,1,0.102273,1,0.102273,1,0.310142,1,0.0163846,1,0.350782,1,0.387702,1,1.53288,1,-0.307682,1,0,1,0,1,6.61515,1,0.339794,1,0.625767,1,0.645862,1,3.87978,1,-0.625767,1,0,1,0,1,11.5675,1,0.599438,,,,,,
S5-02,A,A,p0,1,1,1,5,1,1052,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,6,1,1,1,0,1,11,1,0,1,0,1,0,1,0,,,1,2,1,1,1,0,1,1,1,0,1,0,,,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,5.6407,1,0.749866,1,0.5,1,0,1,51.249,1,71.7586,1,0.580563,1,-8.73302,1,0,1,0,1,1024.74,1,51.243,1,0.0715067,1,0.0810112,1,1.8467,1,0.0682792,1,0,1,0,1,1.42989,1,0.0715016,1,239,1,600,1,0.398333,1,3,1,4,1,5923.95,1,120,1,0.822771,1,5923.77,1,5923.02,1,24,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5-02,B,A,p0,1,1,1,5,1,1052,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,6,1,0,1,0,1,12,1,0,1,0,1,0,1,0,,,1,0,1,0,1,0,1,1,1,2,1,1,1,0.5,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.16795,1,0.16795,1,1,1,0,1,306.825,1,408.062,1,0.472887,1,57.1248,1,0.0465116,1,0.0465116,1,5583.68,1,292.274,1,0.132661,1,0.142146,1,3.28038,1,-0.132661,1,0,1,0,1,2.57824,1,0.130427,1,304,1,600,1,0.506667,1,3,1,4,1,4404.07,1,120,1,0.611677,1,4403.89,1,4403.17,1,25,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5-02,B,B,p0,1,1,1,5,1,1052,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,0,,,1,1,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0.72203,1,0.72203,1,1,1,0,1,353.92,1,468.387,1,0.42147,1,6.76587,1,0.0416667,1,0.0833333,1,6377.2,1,338.315,1,0.0848355,1,0.0908626,1,2.26672,1,-0.0848355,1,0.0212766,1,0.0212766,1,1.60624,1,0.0820526,1,319,1,600,1,0.531667,1,3,1,4,1,4662.59,1,120,1,0.647582,1,4662.41,1,4661.64,1,30,1,1,1,0,1,0.0592577,1,0.0197526,1,-0.0274015,1,0.0274015,1,0.342299,1,0,1,0.00880842,1,0.0107447,1,0.853819,1,0.00126267,1,0.0222222,1,0.0444444,1,0.152664,1,0.00819846,1,0.0958644,1,0.105432,1,1.55752,1,-0.0958644,1,0,1,0.285714,1,1.11958,1,0.0794421,1,0.26458,1,0.27074,1,9.41832,1,-0.26458,1,0,1,0,1,4.84738,1,0.251391,,,,,,
S5-02,C,A,p0,1,1,1,5,1,1052,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,1,12,1,1,1,1,1,1,1,0,,,1,2,1,1,1,0,1,1,1,3,1,1,1,0.333333,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.588501,1,0.588501,1,0.5,1,0.5,1,143.024,1,178.396,1,0.67236,1,-64.2678,1,0.0444444,1,0.0444444,1,2587.25,1,136.609,1,0.0377465,1,0.0442408,1,1.11746,1,0.0277542,1,0.108696,1,0.108696,1,0.644488,1,0.0348176,1,328,1,600,1,0.546667,1,3,1,4,1,4472.47,1,120,1,0.621177,1,4472.3,1,4471.52,1,25,1,1,1,0,1,0.526188,1,0.175396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5-02,C,B,p0,1,1,1,5,1,1052,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,12,1,0,1,0,1,0,1,0,,,1,1,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.893897,1,0.893897,1,0.5,1,0.5,1,145.062,1,180.972,1,0.705325,1,-50.1947,1,0.06,1,0.06,1,2651.05,1,139.483,1,0.0414248,1,0.04794,1,1.17748,1,0.0321499,1,0.104167,1,0.125,1,0.697323,1,0.03823,1,309,1,600,1,0.515,1,3,1,4,1,4313,1,120,1,0.599028,1,4312.82,1,4311.99,1,30,1,1,1,0,1,0.28527,1,0.09509,1,-0.0211358,1,0.0211358,1,0.33312,1,0,1,0.0109463,1,0.0132435,1,0.990464,1,0.00363668,1,0.156863,1,0.196078,1,0.162828,1,0.00970005,1,0.0964121,1,0.117607,1,1.67861,1,0.0817325,1,0.428571,1,0.428571,1,0.614923,1,0.061813,1,0.131787,1,0.139739,1,2.80793,1,0.131787,1,0,1,0,1,2.53293,1,0.128895,,,,,,
S5-02,C,C,p0,1,1,1,5,1,1052,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,0,,,1,4,1,0,1,0,1,0,1,4,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.0443421,1,0.0443421,1,0.75,1,0,1,145.268,1,179.447,1,0.705774,1,-33.097,1,0,1,0,1,2901.92,1,145.193,1,0.0478467,1,0.0544035,1,1.32584,1,0.0404323,1,0,1,0,1,0.950248,1,0.0477116,1,359,1,600,1,0.598333,1,3,1,4,1,5074.76,1,120,1,0.704828,1,5074.64,1,5073.58,1,36,1,1,1,0,1,0.919265,1,0.306422,1,-0.0249869,1,0.0249869,1,0.325217,1,0,1,0.0103631,1,0.0126922,1,0.949228,1,0.0034534,1,0,1,0.0196078,1,0.204136,1,0.0102951,1,0.0672306,1,0.0726559,1,1.03702,1,0.0383055,1,0,1,0,1,1.2741,1,0.065549,1,0.150486,1,0.157221,1,2.80662,1,0.150486,1,0,1,0,1,3.00944,1,0.150478,,,,,,
